funding_ask,team_size,founder_experience_years,industry_sector,location_tier,monthly_revenue,revenue_growth_pct,company_age_months,prior_funding_rounds,has_validation,referral_channel_score,approved
28540000.0,10,17,Fintech,Metro,11672.0,-5.3,47,2,True,0.846,0
32640000.0,7,6,Consumer Goods,Tier-2 City,211885.0,35.3,61,2,True,0.366,1
16760000.0,8,13,SaaS,Tier-2 City,50598.0,-26.3,9,3,False,0.526,1
5420000.0,8,4,Fintech,Tier-2 City,238235.0,-1.3,68,0,True,0.563,1
46110000.0,3,11,EdTech,Tier-3 City,37023.0,7.5,46,2,False,0.181,0
47660000.0,14,15,EdTech,Metro,1184.0,31.3,84,0,True,0.34,0
22190000.0,13,16,EdTech,Tier-2 City,121396.0,47.0,11,0,True,0.185,0
29240000.0,4,9,Consumer Goods,Tier-2 City,85098.0,-0.4,29,3,True,0.23,1
1940000.0,2,9,Fintech,Metro,243484.0,18.8,80,1,True,0.801,0
2840000.0,3,17,HealthTech,Tier-3 City,61312.0,6.1,23,0,True,0.172,0
4300000.0,9,10,HealthTech,Metro,124170.0,6.0,26,3,False,0.658,1
37070000.0,1,7,HealthTech,Tier-2 City,151490.0,13.5,29,2,False,0.567,1
11750000.0,2,5,Consumer Goods,Tier-2 City,33319.0,-23.7,50,1,False,0.0,0
9630000.0,10,14,Consumer Goods,Tier-3 City,710157.0,7.0,6,3,False,0.257,1
910000.0,3,14,Fintech,Tier-2 City,383840.0,17.0,59,2,True,0.902,1
1630000.0,1,10,E-commerce,Metro,37127.0,-9.2,77,1,False,0.408,0
20570000.0,1,3,HealthTech,Tier-3 City,40392.0,17.1,30,1,False,0.054,0
27310000.0,10,3,HealthTech,Tier-3 City,306696.0,-26.6,17,0,True,0.644,0
29160000.0,6,4,HealthTech,Tier-2 City,66904.0,9.9,34,1,False,0.366,0
23170000.0,4,0,HealthTech,Tier-3 City,17157.0,34.8,62,1,False,0.56,0
23250000.0,9,9,EdTech,Metro,216875.0,3.6,49,1,False,0.344,0
37780000.0,3,8,Consumer Goods,Tier-2 City,193764.0,-11.6,58,0,False,0.226,0
14830000.0,8,7,E-commerce,Tier-3 City,89276.0,-20.5,77,0,False,0.219,0
12270000.0,7,18,SaaS,Metro,597455.0,15.8,91,2,False,0.529,0
42790000.0,10,4,EdTech,Tier-2 City,48030.0,26.6,44,1,False,0.319,0
34620000.0,9,16,Fintech,Tier-3 City,187411.0,6.9,73,0,False,0.62,0
24100000.0,10,3,Fintech,Tier-3 City,290382.0,-1.3,47,2,True,0.464,1
14130000.0,3,12,HealthTech,Tier-3 City,63924.0,-30.6,14,0,False,0.509,1
7260000.0,2,17,HealthTech,Metro,27833.0,10.5,57,1,False,0.535,0
2350000.0,8,16,Consumer Goods,Tier-3 City,313947.0,-5.8,91,3,True,0.0,0
42690000.0,1,11,Consumer Goods,Metro,301434.0,-4.6,41,1,False,0.447,0
29870000.0,7,4,Consumer Goods,Tier-2 City,47740.0,40.3,52,0,True,0.264,0
2770000.0,9,7,E-commerce,Tier-2 City,204275.0,-28.0,69,2,True,0.395,0
8350000.0,12,8,E-commerce,Tier-3 City,817.0,-25.4,79,0,False,0.513,0
14340000.0,10,16,E-commerce,Tier-3 City,66256.0,12.6,1,2,False,0.405,1
13520000.0,14,7,EdTech,Tier-2 City,82453.0,0.3,6,3,True,0.69,1
27650000.0,8,16,SaaS,Tier-2 City,238772.0,-2.4,46,1,False,0.428,0
20270000.0,7,19,SaaS,Tier-2 City,15819.0,13.5,11,0,True,0.652,1
44170000.0,4,2,SaaS,Tier-2 City,205539.0,13.1,88,3,False,0.443,0
36110000.0,10,18,E-commerce,Tier-2 City,12112.0,-11.5,67,2,False,0.472,0
45580000.0,12,11,Fintech,Metro,116137.0,-3.8,59,1,False,0.876,0
43210000.0,5,12,SaaS,Tier-2 City,33323.0,9.0,56,0,True,0.659,0
46110000.0,2,6,EdTech,Tier-3 City,15692.0,11.3,47,2,False,0.395,0
49010000.0,1,6,SaaS,Tier-2 City,113923.0,17.7,5,3,False,0.296,0
15930000.0,9,10,E-commerce,Tier-3 City,44207.0,-3.7,74,0,True,0.215,0
10880000.0,10,3,Consumer Goods,Metro,171135.0,14.9,46,1,True,0.395,1
8680000.0,2,14,EdTech,Tier-2 City,86250.0,27.0,38,1,False,0.164,0
31590000.0,1,13,Consumer Goods,Metro,70672.0,8.9,42,1,True,0.079,0
34210000.0,10,0,Consumer Goods,Metro,41960.0,5.9,45,0,False,0.021,0
4850000.0,6,4,HealthTech,Tier-2 City,105208.0,3.3,90,2,True,0.222,1
41140000.0,6,10,EdTech,Metro,17923.0,-4.3,19,3,True,0.781,1
39260000.0,4,14,E-commerce,Metro,39.0,-10.8,17,0,True,0.235,0
31610000.0,11,5,SaaS,Tier-2 City,1230.0,2.0,12,0,True,0.868,0
22060000.0,11,17,SaaS,Tier-2 City,190703.0,17.0,59,1,True,0.598,1
8110000.0,1,10,Consumer Goods,Tier-2 City,289944.0,-9.8,3,2,False,0.197,0
25530000.0,2,10,EdTech,Metro,205581.0,6.5,76,0,False,0.094,0
8380000.0,8,2,E-commerce,Tier-2 City,31461.0,4.2,70,3,True,0.351,1
30450000.0,9,12,EdTech,Tier-2 City,7360.0,43.6,68,2,False,0.746,1
15840000.0,3,16,Consumer Goods,Tier-2 City,26102.0,22.5,45,1,True,0.516,1
12740000.0,3,4,HealthTech,Tier-2 City,67529.0,22.1,39,1,True,0.505,1
22330000.0,10,10,E-commerce,Metro,177316.0,26.4,90,1,True,0.237,1
29250000.0,7,0,Fintech,Tier-3 City,354427.0,-2.9,79,2,True,0.458,0
18690000.0,2,4,Consumer Goods,Metro,336647.0,35.5,17,0,True,0.13,0
48200000.0,9,1,EdTech,Tier-2 City,119271.0,11.2,25,1,False,0.636,1
790000.0,2,15,EdTech,Metro,27421.0,7.1,24,1,False,0.657,1
45690000.0,4,19,E-commerce,Tier-2 City,69956.0,-16.3,45,1,True,0.326,1
530000.0,10,0,EdTech,Metro,194477.0,-0.0,61,3,True,0.429,1
11230000.0,4,14,Consumer Goods,Tier-3 City,20151.0,-27.3,22,0,False,0.494,0
49820000.0,1,11,E-commerce,Metro,192564.0,3.0,6,0,False,0.132,0
36540000.0,14,14,E-commerce,Tier-2 City,227855.0,-3.5,37,1,True,0.45,1
32400000.0,4,10,Fintech,Metro,227758.0,0.0,48,1,False,0.767,0
36440000.0,8,19,Fintech,Metro,73928.0,-19.7,64,3,False,0.588,0
20710000.0,12,0,EdTech,Tier-2 City,192326.0,22.1,12,1,True,0.336,1
39320000.0,14,2,Consumer Goods,Tier-2 City,81435.0,19.9,66,2,True,0.272,0
8170000.0,12,4,Consumer Goods,Tier-2 City,529248.0,41.8,16,2,False,0.626,1
39800000.0,5,15,E-commerce,Tier-3 City,211071.0,41.2,28,2,True,0.615,1
47010000.0,12,1,E-commerce,Tier-2 City,61794.0,11.1,49,1,True,0.431,1
42960000.0,1,2,EdTech,Tier-3 City,269382.0,28.5,10,3,False,0.202,0
37110000.0,5,14,HealthTech,Metro,230004.0,13.2,55,1,False,0.441,0
32740000.0,3,8,Fintech,Tier-3 City,96157.0,-0.5,4,1,False,0.571,0
26290000.0,8,14,EdTech,Tier-2 City,176836.0,2.4,21,0,False,0.292,1
20060000.0,13,7,HealthTech,Tier-2 City,51703.0,20.8,54,3,True,0.588,1
43350000.0,11,1,HealthTech,Tier-3 City,292092.0,89.8,26,3,False,0.615,1
32550000.0,14,11,HealthTech,Tier-2 City,162685.0,31.3,42,0,False,0.548,0
22030000.0,2,2,Fintech,Tier-3 City,35526.0,12.9,27,2,False,0.521,0
39350000.0,11,9,E-commerce,Tier-2 City,161943.0,17.7,48,3,True,0.362,1
3180000.0,11,17,Consumer Goods,Metro,91717.0,17.5,14,0,False,0.361,0
40750000.0,7,3,SaaS,Tier-2 City,294013.0,6.2,15,2,False,0.386,0
40630000.0,2,4,EdTech,Tier-2 City,88980.0,23.1,92,3,True,0.438,0
11810000.0,2,18,EdTech,Tier-3 City,86567.0,4.9,32,2,True,0.0,0
2360000.0,13,6,HealthTech,Tier-3 City,323517.0,-12.2,66,3,True,0.854,1
35830000.0,5,7,Fintech,Metro,26521.0,17.6,1,0,True,0.723,0
10390000.0,9,13,E-commerce,Metro,219739.0,20.3,11,1,True,0.538,1
49800000.0,14,2,E-commerce,Metro,388419.0,5.1,75,2,True,0.634,1
950000.0,7,1,Fintech,Tier-2 City,95692.0,14.2,34,3,True,0.538,1
11870000.0,3,16,EdTech,Metro,182573.0,27.2,29,0,True,0.214,1
2580000.0,7,18,HealthTech,Tier-2 City,16810.0,7.0,17,0,False,0.33,1
39240000.0,4,19,HealthTech,Tier-2 City,228148.0,-0.9,26,1,False,0.426,1
29150000.0,3,0,SaaS,Tier-3 City,84749.0,-6.2,23,3,False,0.496,1
42500000.0,12,10,E-commerce,Metro,440659.0,2.9,76,3,False,0.369,0
48150000.0,5,16,E-commerce,Tier-2 City,203023.0,38.7,90,3,True,0.415,0
30700000.0,10,16,SaaS,Metro,157537.0,4.0,4,2,False,0.147,0
11970000.0,11,7,Consumer Goods,Tier-3 City,426363.0,15.2,13,2,False,0.251,0
5090000.0,8,9,SaaS,Metro,130297.0,1.5,60,1,False,0.754,0
43380000.0,8,3,E-commerce,Metro,125614.0,-0.2,84,2,False,0.383,0
12630000.0,3,2,Consumer Goods,Metro,152327.0,-9.6,31,0,True,0.149,0
44730000.0,8,7,EdTech,Tier-3 City,68233.0,10.0,80,0,False,0.237,0
43980000.0,11,4,Consumer Goods,Metro,39141.0,-2.3,1,0,False,0.0,0
31580000.0,3,19,SaaS,Tier-2 City,111603.0,33.5,71,0,True,0.223,0
30400000.0,4,1,E-commerce,Tier-2 City,81159.0,5.8,90,1,True,0.481,0
47570000.0,10,10,Consumer Goods,Tier-3 City,1603.0,7.1,48,1,True,0.201,0
37920000.0,14,11,E-commerce,Metro,165370.0,4.4,56,3,True,0.42,1
34320000.0,6,1,SaaS,Metro,27225.0,15.4,25,3,False,0.094,1
22070000.0,12,8,HealthTech,Tier-2 City,98407.0,37.8,75,3,False,0.297,0
24460000.0,3,18,Consumer Goods,Metro,261688.0,-12.8,79,0,True,0.513,1
19750000.0,8,2,E-commerce,Tier-2 City,263427.0,13.6,80,2,True,0.462,1
47340000.0,14,2,SaaS,Metro,56462.0,-23.4,80,1,False,0.4,0
32090000.0,7,3,EdTech,Tier-2 City,41623.0,32.5,8,2,False,0.262,0
39130000.0,8,1,Consumer Goods,Metro,80302.0,5.8,50,0,True,0.368,0
2340000.0,3,17,Fintech,Tier-2 City,206929.0,-21.9,49,0,True,0.39,1
42700000.0,8,0,Fintech,Metro,38037.0,-17.5,5,1,False,0.383,0
21170000.0,9,5,E-commerce,Tier-2 City,52589.0,24.3,77,0,True,0.337,1
36990000.0,14,16,SaaS,Metro,41826.0,-25.3,19,1,True,0.737,1
2480000.0,3,19,SaaS,Tier-3 City,258019.0,13.6,41,1,True,0.477,1
44750000.0,6,3,EdTech,Tier-2 City,14781.0,-0.6,6,3,False,0.518,1
33160000.0,10,7,E-commerce,Metro,26609.0,4.1,75,2,False,0.164,0
23150000.0,14,3,E-commerce,Metro,141803.0,-5.5,18,0,True,0.514,1
15530000.0,4,3,Consumer Goods,Metro,260645.0,-11.1,50,2,True,0.265,0
15900000.0,10,18,E-commerce,Metro,351600.0,-1.7,49,0,False,0.428,0
15520000.0,13,6,EdTech,Metro,27871.0,19.4,10,3,True,0.49,1
6990000.0,9,12,Consumer Goods,Tier-3 City,50723.0,2.1,82,0,True,0.172,0
23460000.0,6,3,Fintech,Tier-2 City,482093.0,16.4,1,0,True,0.107,1
22950000.0,4,5,Consumer Goods,Metro,23043.0,3.2,63,2,True,0.523,1
20890000.0,5,7,Fintech,Tier-2 City,755903.0,20.2,17,2,False,0.695,1
35300000.0,1,11,HealthTech,Metro,42909.0,16.3,58,2,True,0.221,0
21280000.0,3,18,SaaS,Tier-3 City,289355.0,-2.8,22,3,True,0.456,1
4910000.0,7,4,SaaS,Metro,211724.0,-11.1,72,0,True,0.448,0
42680000.0,2,12,Consumer Goods,Tier-2 City,347549.0,27.1,54,3,True,0.145,1
21540000.0,1,9,SaaS,Tier-3 City,71121.0,-8.3,61,0,True,0.202,0
32940000.0,10,15,E-commerce,Metro,18878.0,18.0,94,2,False,0.54,0
46530000.0,1,6,EdTech,Metro,395700.0,8.6,43,1,True,0.205,0
38490000.0,2,8,Fintech,Metro,3962.0,-1.3,73,2,True,0.456,0
27170000.0,9,12,Fintech,Tier-3 City,17256.0,16.6,78,0,True,0.864,1
27480000.0,13,8,HealthTech,Tier-2 City,44277.0,35.4,31,2,False,0.573,1
42550000.0,11,15,Fintech,Tier-2 City,215016.0,20.5,30,3,False,0.699,0
41270000.0,1,0,E-commerce,Tier-3 City,74042.0,10.6,68,1,False,0.335,0
9340000.0,3,6,SaaS,Tier-3 City,95680.0,40.4,89,3,True,0.25,0
31510000.0,11,3,Consumer Goods,Tier-2 City,53199.0,-25.5,2,2,False,0.271,0
43350000.0,11,2,EdTech,Tier-2 City,83553.0,-14.2,12,1,False,0.491,0
40260000.0,6,1,Consumer Goods,Tier-2 City,46770.0,-1.3,17,2,True,0.003,0
6670000.0,14,7,Consumer Goods,Metro,230432.0,36.4,61,2,False,0.503,0
22070000.0,13,4,Consumer Goods,Tier-3 City,855079.0,26.9,40,1,False,0.215,0
26150000.0,11,15,EdTech,Metro,104043.0,-26.3,48,1,False,0.653,0
13260000.0,11,10,HealthTech,Metro,271273.0,-0.7,31,1,True,0.737,1
34140000.0,11,15,Consumer Goods,Tier-3 City,28588.0,-18.5,41,0,True,0.395,0
24070000.0,3,17,HealthTech,Metro,137702.0,7.2,74,2,False,0.229,0
15230000.0,10,15,EdTech,Metro,8564.0,26.0,41,2,True,0.465,1
17170000.0,14,8,Fintech,Metro,5298.0,27.5,38,2,True,0.622,0
42910000.0,4,19,SaaS,Tier-2 City,305424.0,13.4,5,2,False,0.414,1
43380000.0,1,7,E-commerce,Tier-3 City,226989.0,-0.5,36,1,True,0.0,0
40710000.0,6,16,Fintech,Metro,195620.0,6.1,72,1,True,0.436,0
45740000.0,4,3,HealthTech,Metro,183328.0,21.7,14,3,True,0.748,0
47640000.0,14,19,E-commerce,Tier-2 City,108325.0,54.9,34,0,True,0.507,0
24850000.0,7,6,E-commerce,Tier-3 City,103958.0,-15.7,28,0,True,0.237,0
5290000.0,10,12,SaaS,Metro,18398.0,39.8,46,1,False,0.41,0
40100000.0,14,7,HealthTech,Tier-3 City,20212.0,12.9,79,2,False,0.39,0
31850000.0,12,4,Consumer Goods,Tier-3 City,85784.0,24.4,81,1,True,0.372,0
19340000.0,11,6,EdTech,Metro,362230.0,11.7,37,0,False,0.437,0
48790000.0,14,12,SaaS,Tier-3 City,314316.0,36.1,55,1,True,0.814,1
17260000.0,10,2,HealthTech,Tier-2 City,63725.0,14.6,78,0,True,0.527,1
45430000.0,4,3,Fintech,Tier-2 City,314969.0,-5.0,81,3,False,0.631,0
29830000.0,11,18,Fintech,Tier-2 City,9487.0,17.0,58,0,False,0.476,0
2310000.0,5,1,EdTech,Tier-3 City,403186.0,30.5,14,0,True,0.246,0
43090000.0,5,14,Consumer Goods,Tier-3 City,209868.0,8.0,36,3,False,0.262,0
38230000.0,10,6,Fintech,Tier-3 City,14917.0,-33.5,27,2,True,0.609,0
32300000.0,5,6,EdTech,Tier-3 City,204225.0,5.7,65,0,False,0.223,0
30920000.0,1,7,Fintech,Tier-2 City,160909.0,10.0,22,3,False,0.634,0
11330000.0,14,7,Consumer Goods,Tier-3 City,38877.0,7.1,4,0,True,0.638,0
11120000.0,8,14,SaaS,Tier-3 City,81749.0,-1.9,85,0,False,0.472,0
1940000.0,10,16,SaaS,Metro,158789.0,34.5,11,0,False,0.78,1
8130000.0,12,7,SaaS,Metro,13204.0,-39.5,75,2,False,0.716,0
17160000.0,9,3,E-commerce,Tier-2 City,34463.0,9.9,91,2,True,0.561,1
27270000.0,9,0,SaaS,Tier-3 City,167931.0,10.2,80,1,False,0.351,0
6980000.0,12,14,Fintech,Metro,438888.0,49.9,47,0,False,0.766,0
28100000.0,5,18,Consumer Goods,Tier-2 City,69501.0,7.7,55,2,True,0.229,0
13530000.0,12,0,SaaS,Metro,29397.0,16.9,69,1,True,0.702,1
13070000.0,11,11,SaaS,Metro,10414.0,10.5,21,3,False,0.731,1
47420000.0,3,4,EdTech,Tier-2 City,264871.0,9.9,41,0,False,0.338,0
49620000.0,3,4,SaaS,Metro,58112.0,43.3,36,3,True,0.626,1
40670000.0,13,16,EdTech,Tier-3 City,113318.0,-14.2,26,3,True,0.329,0
3190000.0,13,5,Fintech,Metro,93161.0,-5.3,53,1,True,0.978,1
36570000.0,14,6,Consumer Goods,Tier-3 City,428072.0,23.1,40,2,True,0.548,1
9330000.0,2,2,HealthTech,Metro,60450.0,13.1,2,3,True,0.626,1
28680000.0,13,18,Fintech,Tier-3 City,170074.0,2.3,9,3,False,0.745,1
44740000.0,13,18,E-commerce,Tier-2 City,59066.0,6.6,61,2,True,0.554,1
19320000.0,11,18,HealthTech,Metro,33000.0,26.3,53,0,True,0.478,1
46480000.0,7,4,Consumer Goods,Metro,141835.0,17.7,82,3,True,0.394,1
35560000.0,8,3,EdTech,Metro,294619.0,-6.3,7,0,True,0.508,0
15400000.0,7,18,Fintech,Tier-2 City,8573.0,12.8,31,3,False,0.426,1
5200000.0,1,12,Consumer Goods,Tier-3 City,66135.0,7.0,37,3,True,0.256,0
40860000.0,8,5,E-commerce,Tier-2 City,32771.0,17.4,65,2,False,0.126,0
23170000.0,4,0,HealthTech,Tier-2 City,84980.0,1.6,42,1,False,0.394,0
4100000.0,3,15,SaaS,Tier-2 City,219244.0,-16.2,46,0,False,0.413,0
5600000.0,1,16,E-commerce,Tier-2 City,20847.0,21.4,88,1,True,0.114,0
48360000.0,7,0,Fintech,Tier-2 City,173708.0,19.0,1,0,False,0.68,0
12530000.0,1,9,SaaS,Tier-2 City,26155.0,36.3,85,3,False,0.388,0
48350000.0,12,9,EdTech,Tier-2 City,84951.0,-18.3,27,3,False,0.303,0
34220000.0,13,9,SaaS,Tier-3 City,155677.0,6.6,4,0,False,0.623,0
15370000.0,12,7,Consumer Goods,Metro,206937.0,3.4,51,0,False,0.296,0
19490000.0,5,6,E-commerce,Metro,165111.0,0.1,21,3,False,0.78,1
38960000.0,3,6,SaaS,Metro,226223.0,-22.8,69,2,False,0.449,0
22050000.0,8,18,HealthTech,Tier-2 City,50187.0,-13.3,73,2,False,0.32,0
4200000.0,10,19,HealthTech,Metro,139650.0,13.4,39,2,True,0.446,1
11880000.0,1,2,EdTech,Tier-3 City,34940.0,-2.0,75,1,False,0.457,0
43090000.0,12,14,Consumer Goods,Tier-2 City,109200.0,-8.5,18,3,False,0.297,1
34960000.0,7,11,E-commerce,Tier-2 City,5635.0,36.6,32,0,False,0.09,0
25300000.0,12,5,EdTech,Tier-3 City,55130.0,55.5,6,3,False,0.569,1
12650000.0,2,3,SaaS,Metro,96204.0,6.9,61,3,True,0.379,0
23990000.0,6,15,Consumer Goods,Tier-3 City,227768.0,-22.0,68,0,False,0.363,0
39550000.0,7,7,Consumer Goods,Metro,4015.0,15.9,73,3,True,0.527,1
4540000.0,1,2,HealthTech,Tier-2 City,106495.0,-33.7,35,2,False,0.475,0
49740000.0,10,19,SaaS,Tier-3 City,18646.0,-19.0,80,3,True,0.907,1
43060000.0,14,18,E-commerce,Tier-3 City,84057.0,16.3,62,3,True,0.095,0
16240000.0,8,8,EdTech,Tier-3 City,435943.0,-19.7,55,3,True,0.208,0
43590000.0,6,8,EdTech,Metro,222030.0,2.1,22,0,True,0.378,0
34240000.0,9,8,Fintech,Tier-3 City,98687.0,-21.7,80,1,True,1.0,0
33480000.0,6,3,HealthTech,Tier-2 City,246954.0,9.1,72,1,False,0.824,0
7420000.0,6,2,E-commerce,Tier-2 City,221884.0,30.5,84,3,True,0.553,1
45340000.0,11,5,Consumer Goods,Metro,58729.0,-4.3,33,2,False,0.276,0
22790000.0,9,7,Consumer Goods,Metro,41319.0,7.6,53,2,True,0.267,0
40260000.0,4,3,HealthTech,Tier-2 City,435598.0,-8.3,5,1,True,0.321,1
15330000.0,6,0,SaaS,Metro,18350.0,-6.9,57,0,True,0.373,1
15750000.0,12,18,Fintech,Tier-2 City,32252.0,-8.6,49,1,True,1.0,1
48250000.0,8,17,SaaS,Tier-3 City,52899.0,23.7,78,1,False,0.402,0
25080000.0,2,6,EdTech,Tier-3 City,202416.0,-20.3,70,0,False,0.246,0
3460000.0,12,12,EdTech,Metro,94470.0,1.4,95,0,False,0.653,0
41870000.0,11,2,SaaS,Tier-3 City,493587.0,16.2,89,3,False,0.191,0
11750000.0,4,18,EdTech,Metro,129922.0,26.2,16,0,False,0.403,1
44000000.0,14,16,SaaS,Tier-2 City,550204.0,16.8,93,0,False,0.373,0
45860000.0,14,3,E-commerce,Tier-3 City,216133.0,6.5,3,0,True,0.353,0
4100000.0,14,4,Consumer Goods,Metro,121915.0,-3.4,44,1,True,0.358,1
29330000.0,6,6,E-commerce,Metro,374910.0,26.5,89,0,False,0.269,0
49090000.0,13,1,HealthTech,Metro,159014.0,-9.3,59,2,True,0.709,1
46580000.0,12,6,SaaS,Tier-2 City,27666.0,-9.0,95,0,False,0.58,0
26500000.0,13,13,EdTech,Tier-3 City,162933.0,35.0,53,0,False,0.391,0
34180000.0,8,14,E-commerce,Metro,167131.0,15.2,65,3,True,0.48,1
30410000.0,4,0,Fintech,Metro,27092.0,15.9,51,1,False,0.527,0
10560000.0,4,7,Fintech,Tier-2 City,82809.0,20.0,89,1,True,0.743,1
32820000.0,14,16,E-commerce,Metro,148268.0,6.1,11,0,False,0.466,0
16990000.0,8,17,HealthTech,Tier-2 City,142470.0,-20.8,37,1,False,0.444,0
17230000.0,13,11,Consumer Goods,Tier-3 City,272913.0,13.0,64,0,False,0.208,0
21290000.0,8,14,Consumer Goods,Tier-3 City,544290.0,7.6,47,0,True,0.232,0
42680000.0,8,4,SaaS,Tier-3 City,141407.0,-9.2,92,1,True,0.782,1
12300000.0,2,17,SaaS,Tier-2 City,147771.0,-13.8,56,0,True,0.379,1
12910000.0,6,9,E-commerce,Tier-3 City,281887.0,7.1,13,1,True,0.08,0
860000.0,8,13,Fintech,Metro,8549.0,-19.2,59,1,True,0.909,1
8170000.0,2,5,EdTech,Metro,71570.0,5.1,30,1,True,0.279,1
48940000.0,3,3,EdTech,Tier-2 City,89167.0,2.7,45,3,False,0.367,0
21980000.0,9,10,Consumer Goods,Metro,791767.0,5.6,8,0,True,0.28,1
10160000.0,4,10,HealthTech,Tier-3 City,671170.0,16.1,83,1,True,0.666,1
48300000.0,10,11,EdTech,Tier-2 City,11878.0,20.4,39,1,True,0.314,1
1840000.0,7,16,EdTech,Tier-3 City,43192.0,-6.2,77,1,False,0.592,0
24470000.0,6,15,Fintech,Metro,132349.0,25.4,46,0,False,0.525,0
40330000.0,2,6,Fintech,Tier-2 City,3153.0,3.6,91,1,True,0.538,0
38750000.0,6,9,EdTech,Tier-2 City,65414.0,43.1,35,1,True,0.613,1
9870000.0,8,1,Fintech,Metro,536612.0,-3.7,11,3,True,0.774,1
35540000.0,9,15,Fintech,Tier-2 City,154293.0,-24.2,46,0,True,1.0,0
31300000.0,4,2,EdTech,Tier-2 City,95300.0,24.7,4,1,False,0.282,1
33930000.0,1,1,HealthTech,Tier-3 City,149301.0,16.5,77,0,True,0.437,0
13670000.0,14,10,E-commerce,Tier-2 City,215066.0,32.0,88,3,True,0.784,1
40630000.0,14,18,Fintech,Metro,153420.0,14.2,21,2,False,0.561,1
28180000.0,13,7,HealthTech,Tier-2 City,56229.0,54.8,6,1,False,0.311,1
36390000.0,5,3,EdTech,Tier-2 City,103737.0,4.2,73,3,True,0.202,0
47010000.0,9,3,Consumer Goods,Metro,153189.0,28.9,66,2,False,0.535,0
42850000.0,2,16,E-commerce,Tier-2 City,60194.0,-2.5,76,0,False,0.0,0
39230000.0,13,13,Consumer Goods,Metro,6601.0,17.8,55,2,False,0.556,0
14840000.0,1,9,EdTech,Metro,185013.0,21.6,56,2,True,0.443,1
3180000.0,7,18,EdTech,Tier-2 City,53042.0,24.7,26,2,True,0.738,1
28940000.0,12,2,EdTech,Metro,18133.0,23.5,30,0,False,0.702,1
2210000.0,11,12,Consumer Goods,Tier-2 City,15945.0,-56.7,60,2,False,0.421,0
35850000.0,13,7,Consumer Goods,Metro,257497.0,6.6,89,1,False,0.693,0
36970000.0,7,4,Consumer Goods,Tier-2 City,188512.0,-3.5,30,0,False,0.393,0
28360000.0,2,18,SaaS,Metro,123862.0,0.4,35,1,False,0.371,1
8820000.0,1,19,E-commerce,Tier-3 City,274281.0,2.3,56,1,True,0.005,0
43850000.0,3,16,E-commerce,Metro,234849.0,27.5,5,0,True,0.236,0
30000000.0,1,2,Consumer Goods,Tier-2 City,141290.0,12.1,63,0,False,0.198,0
25990000.0,7,14,HealthTech,Metro,31902.0,-2.2,13,2,True,0.61,1
28600000.0,1,7,EdTech,Metro,652645.0,-21.4,65,2,False,0.0,0
4600000.0,3,7,Consumer Goods,Tier-2 City,308304.0,38.7,85,0,True,0.196,0
37150000.0,6,3,EdTech,Tier-3 City,187294.0,-4.9,88,0,True,0.331,0
3510000.0,11,11,HealthTech,Tier-3 City,30618.0,5.4,15,3,False,0.639,1
29130000.0,10,17,E-commerce,Metro,58108.0,50.8,57,0,True,0.736,1
8880000.0,1,4,HealthTech,Metro,5331.0,-4.4,43,2,False,0.522,0
10780000.0,13,10,Consumer Goods,Tier-2 City,442371.0,2.5,47,1,True,0.222,1
12050000.0,8,12,Consumer Goods,Tier-2 City,279935.0,12.6,66,2,False,0.0,0
1210000.0,5,12,HealthTech,Metro,15584.0,-24.1,95,0,True,0.672,0
44650000.0,6,5,E-commerce,Tier-3 City,208645.0,-26.4,55,0,True,0.129,0
40310000.0,12,0,Consumer Goods,Tier-2 City,149680.0,-1.6,53,3,True,0.527,1
2050000.0,7,16,SaaS,Tier-2 City,49905.0,-0.9,63,1,True,0.717,1
3320000.0,4,11,HealthTech,Metro,141790.0,10.7,48,1,False,0.256,0
39250000.0,6,14,E-commerce,Tier-2 City,380242.0,-11.6,34,2,True,0.42,1
840000.0,1,10,E-commerce,Metro,135242.0,16.7,79,1,True,0.541,1
23720000.0,3,7,E-commerce,Tier-3 City,25263.0,-35.1,63,1,False,0.424,0
5810000.0,5,5,Fintech,Metro,305280.0,6.6,54,0,False,0.321,0
29790000.0,4,13,HealthTech,Tier-3 City,103241.0,15.2,1,2,False,0.282,0
49920000.0,5,16,Consumer Goods,Tier-3 City,109376.0,14.6,27,0,False,0.0,0
9020000.0,1,6,HealthTech,Tier-2 City,489231.0,4.7,26,1,False,0.52,0
47860000.0,9,0,HealthTech,Metro,413819.0,-5.2,62,1,True,0.683,1
43340000.0,2,3,HealthTech,Metro,38487.0,4.2,12,2,False,0.018,0
49300000.0,4,11,HealthTech,Tier-2 City,13753.0,32.7,37,2,True,0.416,1
38430000.0,14,4,Fintech,Tier-2 City,116607.0,-4.0,44,2,True,0.915,1
42920000.0,1,16,EdTech,Tier-3 City,44684.0,27.6,71,2,True,0.277,0
29930000.0,4,5,Consumer Goods,Metro,819015.0,30.7,14,1,True,0.34,1
43430000.0,8,9,Fintech,Tier-3 City,48881.0,-26.7,58,1,False,0.58,0
6020000.0,5,4,HealthTech,Metro,95592.0,5.4,53,3,True,0.358,1
37210000.0,5,9,Fintech,Metro,17172.0,-11.6,71,2,True,0.696,0
31620000.0,2,13,E-commerce,Metro,398212.0,-22.0,18,2,False,0.333,1
3460000.0,6,15,HealthTech,Tier-2 City,46233.0,23.8,57,3,False,0.611,0
